01020003	014E14
0160EF	0160EF
0160F0	0160F0
0160F1	01607C
0160F2	01607D
0160F7	018822
0160F9	0160F9
0160FB	01607B
016101	016101
016105	018AFD
016108	018D8A
016111	016080
016115	016115
016119	01606A
01611B	017231
01611C	0160EC
01611F	01611F
016120	016120
016124	016124
016126	016126
016128	0160AB
01612C	018BC9
01612F	01609A
016133	0160E7
016134	016006
016137	01607A
016138	016574
016139	016080
01613B	01900A
01613C	01614E
01613D	01535A
01613E	015FFE
01613F	01613F
016141	016141
016142	01607F
016146	016146
01614B	016001
01614C	01614C
01614D	016120
01614E	01614E
016151	016151
016158	0160E8
016159	0160ED
01615A	0160ED
01615D	01615D
01615F	016078
016163	0160EF
016164	0160AB
016167	016167
01616A	016004
01616B	016002
01616D	01616D
01616E	018651
016173	0160AD
016176	015E86
016177	016177
01617C	01617D
01617D	01617D
016182	015FE7
016185	016078
016187	0161A9
01618A	0160EB
016190	01601C
016191	0151ED
016192	016126
016193	018B7F
016194	016194
016196	01616D
016198	01559C
016199	01559C
01619A	0160EE
0161A0	0161A0
0161A4	016124
0161A9	0161A9
0161AB	0160AF
0161AE	016003
0161AF	0161AF
0161B2	015BAA
0161B6	015FC6
0161C3	0152E4
0161C7	016073
0161C9	015E94
0161CA	0161CA
0161CC	01603F
0161CD	0161CD
0161D0	016000
0161D1	0161D1
0161D2	0161D2
0161D5	01538C
0161DC	0161F5
0161DE	018499
0161DF	01603C
0161E3	0161D1
0161E4	0161E4
0161E6	0161E6
0161E8	01538C
0161F2	0160E9
0161F4	015FCF
0161F5	0161F5
0161F6	0161D2
0161F7	016000
0161F8	0160AC
0161FA	015FCF
0161FC	0160E7
0161FE	016151
0161FF	0161FF
016200	01604B
016206	016206
016207	016206
01620B	01620B
01620F	01620F
016210	016210
016214	01620B
016216	016216
016217	016217
016218	016218
01621A	01621A
01621B	01621B
01621D	018D3C
01621E	01621B
01621F	01621F
016220	0157F4
016226	016218
016227	016217
016229	01622C
01622A	01622A
01622C	01622C
016230	016218
016232	01620F
016236	016237
016237	016237
016238	016237
016240	016240
016245	01624A
01624A	01624A
01624D	01624D
01624F	01624F
016251	016251
016255	0162C2
016258	016258
01625E	01634D
016260	0153C9
016267	016267
016269	016269
01626A	01626A
01626B	01626B
01626C	01626C
01626F	01626F
016270	016270
016272	0164D2
016276	016276
01627B	01635F
01627C	01627C
01627F	01627F
016283	0162DA
016284	016284
016285	0162D8
01628D	0162EF
016291	016291
01629A	01629A
01629C	0162D4
01629D	0162D7
01629E	0162E9
01629F	01629F
0162A0	0162A0
0162A1	0162A1
0162A2	0162A2
0162A4	0162A4
0162A5	0162A5
0162AB	0162AB
0162AC	0162AC
0162B5	0162B5
0162B8	017728
0162BB	014F38
0162C2	0162C2
0162C5	0162C5
0162C6	0162C6
0162C7	0162C7
0162CD	0162CD
0162CE	0162CE
0162CF	0162FF
0162D4	0162D4
0162D7	0162D7
0162D8	0162D8
0162DA	0162DA
0162DF	0162DF
0162E0	01636E
0162E1	016269
0162E2	0162E2
0162E3	0162E3
0162E5	0162E5
0162E6	0162E6
0162E7	0162E7
0162E8	0162E8
0162E9	0162E9
0162EC	0162EC
0162ED	0162ED
0162EF	0162EF
0162F3	0162F3
0162FF	0162FF
016302	016302
016304	016269
016305	016306
016306	016306
016307	016307
01630D	016821
016314	0165C5
016315	016444
016319	014E3E
01631A	01631A
01631B	01631B
01631C	01631C
01631D	01631D
01631E	01631E
01631F	017728
016320	016320
016321	016321
016322	016322
016323	016323
016324	016324
016325	016325
016326	016326
016328	016328
016331	016332
016332	016332
016335	015F04
01633E	017728
01633F	0163D2
016340	016367
016341	016405
016343	016343
016344	016551
01634D	01634D
01635E	01635E
01635F	01635F
016361	016361
016362	016362
016363	016363
016367	016367
016368	01820D
01636B	01626A
01636E	01636E
016372	015377
016374	01603B
016375	01649A
016377	016377
01637D	01637D
01637F	016816
016383	01626B
016384	0162A1
016386	016386
016388	016388
016389	016389
01638B	0162B5
01638F	01638F
016396	01814B
016397	01631C
016398	016398
016399	016323
01639B	016302
0163A0	0163A0
0163A1	0191C7
0163A2	0163A2
0163A5	0163A5
0163AA	0163AA
0163AC	0163AC
0163B3	0163B3
0163B4	0163B4
0163B7	0163B7
0163B8	0163B8
0163BA	0163BA
0163BC	0163BC
0163C0	0162E3
0163C6	0163C6
0163C8	0163AC
0163C9	0163C9
0163D2	0163D2
0163D6	0163D6
0163DA	01626C
0163DB	016362
0163E1	0163E1
0163E3	0163E3
0163E9	0163E9
0163EE	016325
0163F7	0163D2
0163F9	0180CC
0163FD	0163FD
0163FF	0163FF
016400	016400
016401	016401
016402	016402
016403	01603B
016405	016405
016406	016784
01640D	01635F
01640F	01640F
016413	016413
016414	016414
016417	016363
01642C	01642C
01642F	01638F
016432	016432
016436	0162A2
01643A	01643A
01643C	0162F3
01643E	0169A8
016442	016444
016444	016444
016445	016445
016446	016446
016448	016448
01644A	01644A
01644F	018202
016450	016450
016451	0163B4
016458	016458
01645C	0163BC
01645F	016402
016464	0162A2
016469	016469
01646F	01631A
016473	0162A0
016476	01629F
016477	016284
016479	016479
01647B	0163BA
016483	0151FB
016484	016484
016485	016398
016486	016487
016487	016487
016488	01635E
01648F	016326
016490	016491
016491	016491
016493	016320
01649A	01649A
01649F	016322
0164A2	0163A2
0164A3	0163B8
0164A5	0162E8
0164A6	01626F
0164AB	01629A
0164AD	0164AD
0164AE	0164AE
0164AF	0164AF
0164B2	016251
0164B3	0163FF
0164B5	0164B5
0164B7	0164B7
0164B8	0164B8
0164B9	016405
0164BA	0164BA
0164BB	01631E
0164BC	0164BC
0164BE	01631D
0164BF	016361
0164C1	0162E5
0164C2	0164C2
0164C4	0163B3
0164C6	0164AF
0164C7	0162E9
0164CA	0151FB
0164CB	016321
0164D1	0163A5
0164D2	0164D2
0164D3	0139DF
0164D4	0162C5
0164DA	01636E
0164DC	0164DC
0164DE	0164DE
0164E0	016324
0164E1	0162AC
0164E5	0163FD
0164E7	014E3E
0164EB	0164EB
0164EC	0162DF
0164EF	016448
0164F0	0162E7
0164F1	016401
0164F2	0163B7
0164F4	016269
0164F7	0164B7
0164F9	01644A
0164FA	016446
0164FB	0164DE
0164FC	0164B8
0164FE	016270
0164FF	016458
016500	016500
016502	0164C2
016504	016445
016506	0164B5
016508	016343
01650D	01650D
01650F	0162E2
016512	016512
016514	0162E6
016515	016515
016516	016484
016519	016400
01651B	0164BA
01651C	01643A
01651D	016444
01651F	016343
016522	016512
016523	01631B
016524	01644A
016528	016432
016529	016321
01652A	016405
01652B	01652B
01652C	0163FD
016530	016530
016532	016567
016537	018003
01653D	019881
01653E	01653E
016542	0153E9
016546	016546
01654C	01654C
01654E	016559
01654F	01654F
016551	016551
016556	016556
016557	018D25
016559	016559
01655B	01655B
016562	016562
016566	016566
016567	016567
016570	016570
016571	016571
016572	016572
016573	016571
016574	016574
016575	01654C
016577	016577
016578	016570
016582	01655B
016583	016BD9
016588	015B66
016589	019F50
01658B	01658B
01658D	0189C9
01658E	01658B
016590	016590
016591	016591
016593	016593
016595	016593
016597	016597
016599	016599
01659F	01659F
0165A1	0165A1
0165A5	0165A5
0165A7	0165A7
0165A9	0165A9
0165AC	0165A9
0165AD	0165AD
0165AF	0165AF
0165B0	0165B0
0165B2	0165B2
0165B5	0165B2
0165B7	0165AD
0165B8	01529A
0165B9	0165B9
0165BC	014E8E
0165C1	0165C1
0165C3	0165C3
0165C5	0165C5
0165C9	016577
0165CB	0165CB
0165CC	0165CC
0165D1	0165D6
0165D2	0165D2
0165D6	0165D6
0165D7	0165D7
0165E0	0165E0
0165E2	0165E2
0165E3	0165E2
0165E5	0165E5
0165E7	0165E7
0165E8	0165E8
0165E9	0165E9
0165EC	0165EC
0165ED	0165ED
0165EE	0165ED
0165F1	0165F1
0165F3	017684
0165F6	0165F6
0165F7	0165F7
0165F8	0165F8
0165FD	0166BE
0165FE	016625
016602	016602
01660C	01660C
01660F	01660F
016614	016614
016618	018BBF
016619	016619
01661A	01614E
01661C	019633
01661E	0170B3
01661F	01661F
016620	016620
016625	016625
016627	016627
01662C	01660F
01662D	01662D
01663B	016602
01663C	01663C
01663D	01663D
01663E	01663E
016642	0165F6
016643	016643
016644	016643
016645	016645
016648	01768E
016649	01664B
01664B	01664B
016652	016652
016653	016653
016654	016654
016655	016655
016658	0165F1
01665D	01663C
01665E	0170EF
016664	016664
016665	017696
016668	016668
01666C	01666C
01666E	01666E
01666F	01666F
016670	016670
016673	016670
016674	016674
01667B	016697
016681	016653
016682	016682
016685	016645
016688	016655
01668E	016620
016690	016690
016692	016674
016697	016697
016698	0165F8
01669C	01666E
0166A0	017693
0166A2	017545
0166A4	0166A4
0166A6	015386
0166A7	0166A7
0166A8	0166A8
0166AB	016682
0166B3	0166B3
0166B4	0166B4
0166BE	0166BE
0166C1	0166A8
0166C4	016654
0166C5	016654
0166C6	015386
0166C7	016619
0166C9	016653
0166CD	0166A4
0166D0	01661F
0166D6	0166A7
0166DD	0166DD
0166E0	0165F7
0166E8	01663D
0166EC	016652
0166F2	0166F2
0166F3	0166F3
0166F4	0166F4
0166F5	0166F3
0166F8	014E66
0166F9	0166F9
0166FA	0166F9
0166FD	0166FE
0166FE	0166FE
0166FF	0166FF
016703	014F1A
016708	016708
016712	0180AD
016716	016717
016717	016717
01671B	01671B
01671E	01671F
01671F	01671F
016722	01671B
016727	0180E7
01672F	01672F
016731	016731
016734	016734
016735	016735
016736	016735
01673A	01673A
016740	016740
016742	016742
016743	016743
016745	016745
016751	016751
016753	016753
01675E	01675E
01675F	01675F
016761	016761
016765	016765
016768	016768
01676F	01676F
016771	014E1C
016777	016777
01677E	01677E
01677F	01677F
016780	01677E
016781	016781
016784	016784
016787	016787
016788	016787
01678F	016960
016790	016790
016795	016795
01679A	01679A
01679C	01679C
01679E	01679E
0167A2	0167A2
0167A3	0167A3
0167A5	0167A5
0167A7	0167A7
0167A8	0167A8
0167AA	0167AA
0167AB	0167AB
0167AD	0167AD
0167AF	0167AF
0167B1	0167B1
0167B2	0167B2
0167B6	0167B6
0167CF	0167CF
0167D3	0167D3
0167D4	0167D4
0167DC	0167DC
0167E0	0167E0
0167E5	0167E5
0167E9	0167E9
0167F0	015948
0167F3	0167F3
0167F9	0167FF
0167FB	0167E5
0167FD	0167FD
0167FE	0167E9
0167FF	0167FF
016800	016800
016801	0167F3
016804	018363
016807	016807
016808	016808
016809	016809
01680A	01680A
01680B	01680B
01680C	01680C
01680E	01680E
01680F	01680F
016811	016811
016814	015951
016816	016816
01681A	01681A
016821	016821
016822	0167CF
01682F	01682F
016834	016834
016837	016837
01683D	01683D
01683E	01683E
016843	016843
01684A	01684A
016851	016851
016852	016851
016854	016854
016859	016745
01685C	016A31
016861	016861
016862	016862
016863	016863
016864	016864
016865	016865
016866	016866
016867	016867
016868	016868
016869	016869
01686E	01676F
01686F	016979
016871	016871
01687A	0167F3
016881	016881
016885	016885
016890	016890
016894	016800
016896	018D1D
016897	016897
016898	0167A7
01689D	016761
01689F	0167AD
0168A2	0168A2
0168A5	01677E
0168A6	0168A6
0168A8	0168A8
0168B1	0168B1
0168B3	0168B3
0168B9	0169DF
0168C0	0168C0
0168C2	0168C2
0168C3	0168A8
0168C4	015F03
0168C9	0168C9
0168CA	0168CB
0168CB	0168CB
0168D2	0168D2
0168D5	0168D5
0168D6	0167A8
0168D7	0167A3
0168D8	0168D8
0168DE	0168B1
0168DF	01680B
0168E0	0168E0
0168E1	0168E1
0168E5	016A0A
0168E7	016808
0168EC	01684A
0168EF	0168EF
0168F2	016816
0168F7	0185AE
0168FB	0168FB
016901	016901
016912	016912
016918	01695A
01691C	0168C0
01691F	01691F
016920	016920
016924	016924
01692D	01692D
016936	0168D5
016947	018F20
01694A	016768
016953	0167AB
016954	016954
016955	01692D
01695A	01695A
016960	016960
016961	016986
016965	016966
016966	016966
016968	016862
01696B	01696B
01696D	014E1A
016973	016885
016975	016781
016979	016979
01697C	01697C
01697D	014E50
016982	016982
016984	016984
016985	016985
016986	016986
016987	016987
016988	016988
016989	016989
01698D	016954
016996	018C37
016998	0177E9
01699B	01699B
01699C	01699C
0169A1	017D20
0169A2	0167B6
0169A6	015E72
0169A8	0169A8
0169AB	0169AB
0169AD	0169AD
0169AE	018363
0169B2	016985
0169B4	0169B4
0169B7	0169B7
0169BB	0169BB
0169BF	016864
0169C7	0169D9
0169CA	0169CA
0169CB	016784
0169CD	0167AA
0169D4	0169D4
0169D7	016865
0169D8	016837
0169D9	0169D9
0169DA	0169DA
0169DB	0169DB
0169DE	01680A
0169DF	0169DF
0169E0	0169E0
0169E3	0169E3
0169E7	016920
0169E8	016901
0169EA	016982
0169F3	016868
016A00	016A00
016A01	016869
016A02	014E50
016A05	01679E
016A0A	016A0A
016A11	016881
016A13	01697C
016A15	016A15
016A19	016807
016A1E	0167A2
016A21	016A21
016A22	018311
016A23	016837
016A29	016743
016A2A	016A2A
016A2F	016A2F
016A31	016A31
016A35	016A35
016A38	016734
016A39	016811
016A3A	016866
016A3D	016A3D
016A45	016A21
016A47	016A47
016A48	016861
016A4A	0169B4
016A4B	016865
016A5F	01673A
016A60	016A60
016A62	01692D
016A64	01854A
016A66	015E62
016A6B	016A2A
016A6F	018022
016A70	0169D4
016A71	016A71
016A79	016A79
016A7C	016A7C
016A81	016AA9
016A84	016A84
016A89	0167FD
016A92	0167AB
016A94	016863
016A9A	01695A
016A9C	016867
016A9D	01696B
016A9F	0169DA
016AA2	0168C0
016AA3	016A2F
016AA9	016AA9
016AAF	0167B1
016AB3	0169DF
016AB4	016866
016AB8	0167E0
016ABB	0169DB
016AC3	0167DC
016AD3	016A79
016ADA	016988
016ADB	016809
016ADD	01691F
016ADE	016A7C
016ADF	01680E
016AE5	016A71
016AE7	0169E0
016AE8	01680C
016AEA	0167A5
016AEC	016987
016AF1	016AF1
016AF3	01680A
016AF5	016A35
016AF8	016989
016AFA	0168C2
016AFB	016A31
016B04	01680F
016B05	016989
016B0A	016743
016B0F	016924
016B12	01683E
016B16	016984
016B1B	016777
016B1E	0168C2
016B20	016B20
016B21	016B21
016B22	016B22
016B23	016B23
016B24	016B24
016B27	016B27
016B2C	0154B3
016B35	016B3E
016B3C	01562C
016B3D	0194A6
016B3E	016B3E
016B42	015598
016B4D	01545C
016B50	016B27
016B57	015578
016B5B	01655B
016B5F	016B24
016B60	01555C
016B61	016B22
016B63	016B63
016B65	016B65
016B66	016B66
016B68	016B65
016B69	016B65
016B6B	018DDD
016B6C	01524D
016B6F	019F7F
016B71	018E35
016B72	015C81
016B74	015386
016B77	015386
016B78	015F52
016B79	016B79
016B7B	016B7B
016B7C	016B7C
016B7E	01520E
016B7F	016B81
016B81	016B81
016B87	016B87
016B8A	016B8A
016B8B	016B8B
016B92	016B92
016B93	016B93
016B98	016B8B
016B9A	016B9A
016B9E	016B92
016BA1	016BA1
016BA4	016B87
016BAB	016B9A
016BAD	0150F5
016BAE	016B93
016BAF	016BA1
016BB1	016B7C
016BB2	016B7C
016BB4	016BB4
016BBA	016740
016BBB	0158F3
016BBC	0158F3
016BBD	0180B4
016BBF	016BBF
016BC0	016BC1
016BC1	016BC1
016BC2	016BC2
016BC5	016BC5
016BC6	016BB4
016BC9	01533B
016BCE	016BCF
016BCF	016BCF
016BD1	0159D0
016BD3	0180B2
016BD4	016BD4
016BD5	016BD5
016BD7	016BD7
016BD8	016BD7
016BD9	016BD9
016BE1	016BE1
016BEB	016BEB
016BEC	017403
016BEF	016BEF
016BF5	016BF5
016BFF	016BF5
016C02	017266
016C07	016C07
016C08	016BE1
016C0A	016BE1
016C0C	016C07
016C0E	016C0E
016C0F	016C0F
016C10	016C10
016C14	016C14
016C1B	016C1B
016C22	016C22
016C23	016C14
016C24	016C24
016C27	016C27
016C29	016C29
016C2B	016C22
016C2C	016C29
016C2E	016C2E
016C2F	016C2F
016C31	016C27
016C32	016C32
016C33	016C32
016C34	016C34
016C37	0151B0
016C38	016C38
016C3B	016CD0
016C40	016C40
016C47	016C47
016C49	016C49
016C50	016C50
016C53	016CC5
016C59	016C61
016C5A	016C61
016C61	016C61
016C64	016C64
016C68	016C68
016C6A	016C6A
016C6F	016C6F
016C73	016C74
016C74	016C74
016C78	016EC2
016C79	016C79
016C7A	0151B3
016C83	016C83
016C88	016C88
016C8C	016C8C
016C92	016CA1
016C96	0151B2
016C97	016DFB
016C9B	016C9B
016C9F	016C9F
016CA1	016CA1
016CA2	016CFD
016CA3	016CA3
016CA4	016CA4
016CA5	016CA5
016CA6	016CA6
016CA7	016CA7
016CA8	016CA8
016CA9	016CA9
016CAA	016CAA
016CB1	016CB1
016CB2	016CB1
016CB3	016CB3
016CB8	016CB8
016CBB	016CBB
016CBE	016CBE
016CBF	016CBF
016CC1	0151B5
016CC4	016CC4
016CC5	016CC5
016CC9	016CC9
016CD0	016CD0
016CD3	016CD3
016CD4	016CD4
016CD5	016CD5
016CDD	016EAF
016CDE	016CDE
016CE3	016CE3
016CEA	016CEA
016CEF	016CEF
016CF2	016D4E
016CF7	016CF7
016CF8	016CF8
016CFA	016CFA
016CFB	016CFB
016CFC	016CFC
016CFD	016CFD
016CFE	016CFE
016D01	016D01
016D02	016DB2
016D0B	016D0B
016D12	016D12
016D13	016E0D
016D1E	016D1E
016D1F	016D95
016D24	016CC9
016D25	016D25
016D29	016CC4
016D2F	016D01
016D36	016C79
016D3B	016D3B
016D3C	016D3C
016D3D	016D3D
016D41	016D41
016D43	016D43
016D45	016D45
016D46	016D46
016D47	016D47
016D48	016D48
016D49	016D49
016D4A	016D4A
016D4B	016D4B
016D4D	016D4D
016D4E	016D4E
016D4F	016D4F
016D50	016D50
016D51	016D51
016D52	016D52
016D53	016D53
016D54	016D54
016D55	016D55
016D59	016D59
016D5C	016D5C
016D63	016D63
016D64	016C6F
016D74	016D74
016D77	016D77
016D78	016D78
016D79	016D43
016D82	016D82
016D85	016D85
016D87	016CFE
016D88	016D88
016D8C	016D8C
016D8E	016D8E
016D93	016D93
016D95	016D95
016D9B	016D9B
016D9D	016D9D
016D9E	016D9E
016D9F	016D9F
016DA0	016DA0
016DA1	016DA1
016DA2	016DA2
016DA3	016DA3
016DA4	016DA4
016DA6	016DA6
016DA7	016DA7
016DA8	016DA8
016DA9	016DA9
016DB1	016DA8
016DB2	016DB2
016DBC	0151C9
016DC0	016DC0
016DC4	016DC4
016DC5	016DC5
016DC6	0180B4
016DC8	016C68
016DCB	016DCB
016DDA	016CEA
016DDB	016D59
016DDC	0151AF
016DEA	016CA6
016DEB	016DEB
016DEC	016DEC
016DF3	016DF3
016DF5	016E0A
016DF6	016D9E
016DF8	016E05
016DF9	016DF9
016DFA	016D45
016DFB	016DFB
016E01	016E0A
016E05	016E05
016E07	016E34
016E08	016D4E
016E0A	016E0A
016E0D	016E0D
016E0E	016E0E
016E10	016E10
016E11	016E11
016E13	016EAA
016E14	016E14
016E15	016E0A
016E17	016E17
016E19	016DA3
016E1B	0151CF
016E21	016E21
016E22	016CA8
016E24	016E24
016E26	016DA1
016E29	016E29
016E2B	016CC4
016E2C	016D4B
016E2F	016E2F
016E34	016E34
016E3A	016E3A
016E3E	016D51
016E4B	016E4B
016E4D	016E4D
016E54	016E54
016E57	018451
016E5B	016E5B
016E5E	016D48
016E67	016D8C
016E6F	016C64
016E7B	016DF3
016E7C	016D85
016E7D	016DC4
016E7E	016E7E
016E7F	016E7F
016E80	016EE1
016E83	016E83
016E85	016E85
016E86	016E86
016E87	016E87
016E88	016CA9
016E89	016E89
016E90	016E90
016E96	0151C6
016E98	016E98
016E9C	016E9C
016E9D	016C9F
016EA2	016EA2
016EA4	0151AF
016EAA	016EAA
016EAB	016E29
016EAE	016D49
016EAF	016EAF
016EB3	016DA2
016EB6	016EB6
016EB8	016EAF
016EBC	016E7F
016EC2	016EC2
016EC4	016CA7
016EC5	01706D
016EC7	016EC7
016ECB	016ECB
016ECC	016DA4
016ECE	018365
016ED4	016ED4
016ED7	016ED7
016ED9	016C47
016EDA	016EDA
016EDB	016DEB
016EDD	016CF7
016EDE	016EDE
016EDF	016EDF
016EE0	016EE0
016EE1	016EE1
016EE4	016EE4
016EE5	016EE5
016EE6	016EE6
016EE8	016D5C
016EE9	016EE9
016EEA	016EEA
016EEC	016CAA
016EEF	016EDE
016EF2	016E17
016EF3	016EF4
016EF4	016EF4
016EF7	015364
016EF8	016D52
016EFB	016D50
016EFE	016EDA
016EFF	016EE1
016F01	016E14
016F02	016F02
016F0A	016E87
016F11	016E89
016F13	016F13
016F15	016F15
016F19	016E4D
016F1A	016CA4
016F20	016F20
016F22	016C49
016F23	016D9F
016F2B	016F2B
016F2C	016E0D
016F31	016F31
016F32	016DA8
016F35	016E86
016F38	016E10
016F3E	016F3E
016F3F	016D46
016F41	01988D
016F44	016F31
016F45	01704C
016F47	016F47
016F4B	016F4B
016F4D	016F4D
016F51	016CFC
016F54	016D01
016F55	016F55
016F57	016F57
016F59	016CA9
016F5B	016F5C
016F5C	016F5C
016F64	016DA6
016F6C	016EE9
016F6E	016F6E
016F6F	016D54
016F70	016E83
016F74	016F74
016F77	016ED7
016F79	016F7A
016F7A	016F7A
016F7F	016DA0
016F80	016DA9
016F82	016F84
016F84	016F84
016F86	016D47
016F87	016D9D
016F89	016F89
016F91	016E9C
016F97	016DA7
016F9C	016F9C
016FA0	016E11
016FA1	016FA1
016FA3	016D63
016FA4	016CFD
016FA6	016EEA
016FAB	0185D5
016FAE	016D4D
016FB0	016F4B
016FB1	016DC0
016FB3	016FB3
016FBE	016FBE
016FC1	016D4A
016FC3	016D53
016FD1	016FD1
016FD2	016FD2
016FD5	016E7F
016FD8	016CDE
016FDB	018499
016FDC	016D55
016FDF	016D4E
016FE1	016FE1
016FE4	016D9B
016FE8	016ECB
016FEB	016EE5
016FF0	016F4D
016FF1	016D5C
016FF3	016F5C
016FF5	016D5C
016FF6	019614
016FFA	016E85
016FFC	016CFA
016FFE	016EE4
017001	016F3E
017006	016E0E
017009	016CFB
01700B	016C88
01700F	016D4F
017013	016F84
017015	016FD2
017018	016CF8
01701D	016CA5
01701F	016F47
017026	016F74
017027	016CF7
017028	016FD1
01702C	016FD1
017030	015F25
017032	016F4B
017039	017039
01703E	016F9C
017043	016CA3
017044	016EE0
01704C	01704C
01704F	01704F
017051	016D12
017055	016F13
017058	016EE9
01705D	01704F
017061	016F9C
017063	016E7E
017064	016EE6
017067	016EDF
01706D	01706D
01706E	015149
01706F	01706F
017070	017070
017074	0170D8
017075	017075
017076	017076
017078	017078
01707D	01707E
01707E	01707E
01707F	01707F
017080	017080
017089	017089
01708B	01708B
01708D	0153DB
01708E	01708E
017092	017092
017095	017095
017097	015149
017098	017098
017099	017099
01709C	01709C
01709D	01709D
0170A4	017167
0170AD	0170AD
0170AF	0170AF
0170B1	0170B1
0170B2	0170B1
0170B3	0170B3
0170B9	0170B9
0170BA	014E3A
0170BC	0170BC
0170BD	0170BD
0170C1	0170C1
0170C2	0170C2
0170C3	0170C3
0170C8	0170C8
0170CF	014E4C
0170D8	0170D8
0170DB	0170DB
0170DF	0170DF
0170E6	0170E6
0170E7	0170E7
0170E8	0170E8
0170E9	0170E9
0170EB	0170EB
0170EC	0170EC
0170ED	0170ED
0170EE	0170C8
0170EF	0170EF
0170F1	0170AF
0170F4	0170C3
0170FC	0170FC
0170FD	0170FD
017103	018D6B
01710F	014E9F
017115	017115
017116	017116
017118	017118
017119	017119
01711A	01711A
017121	0165E0
01712E	017098
017130	017130
017134	01715C
017136	017136
01713C	0170E7
017145	017145
017149	0170BC
01714C	01714C
01714E	01714E
017151	01716E
017152	01709C
017159	0170DF
01715A	01715B
01715B	01715B
01715C	01715C
017162	018315
017165	017115
017167	017167
017169	0170E6
01716C	017080
01716E	01716E
01717C	017092
01717D	01717D
01718A	01718A
017192	018367
017197	01709D
01719B	01719B
01719C	01719C
0171A1	0171A1
0171A8	0171A8
0171AC	0171AC
0171AF	0171AF
0171B1	0170ED
0171BE	0170BD
0171C1	0170E8
0171C8	01706F
0171CC	01711A
0171CE	0171CE
0171D2	0170E7
0171D4	01711A
0171D9	0170EB
0171DC	017116
0171DF	018425
0171E6	01707F
0171E7	0171E7
0171ED	0170DB
0171EE	0171EE
0171F4	0170E9
0171FC	0170EC
0171FD	017118
0171FE	017118
0171FF	018000
01720C	0165F7
01720D	0170C1
017210	017089
017213	017130
017215	0171EE
01721B	0170C2
017224	0170C2
017225	0170DB
01722A	01722A
01722D	014E89
017231	017231
017232	014E3A
017237	017237
017238	017238
01723A	017237
01723C	014FCE
01723E	015C14
017240	015E8A
017242	017242
01724C	01724C
01724D	01724D
017250	0195F8
017252	017252
017256	017256
017258	01724D
017259	017259
01725D	01725D
01725F	01725F
017261	017261
017262	017262
017263	017263
017266	017266
017267	017267
017275	017275
017279	017279
01727A	01727A
01727D	017275
017280	017280
017281	017281
017282	017281
017286	017279
017287	015954
01728A	01728A
017296	018366
01729B	017266
0172A0	01727A
0172A2	01728A
0172A7	01727A
0172AF	0172AF
0172B2	018C7A
0172B3	018C79
0172B4	0172B4
0172B6	0172B6
0172B7	0172B7
0172B8	0172B8
0172B9	0172B9
0172C0	0172B6
0172C2	0172C2
0172C8	0172C8
0172CC	017329
0172D0	0172D0
0172D6	0172D6
0172D7	0172D7
0172DE	0172DE
0172E1	0172E1
0172E2	018C89
0172E5	015F87
0172E8	0172E8
0172E9	0172E9
0172EC	0172EC
0172ED	0172ED
0172EE	0172EE
0172EF	0172EF
0172F0	0172F0
0172F1	0172F1
0172F2	0172F2
0172F6	0172F6
0172F7	0172F7
0172F9	0172ED
0172FD	0172C8
017302	01608D
017303	017303
01730A	01730A
01730E	01730E
017312	01538C
017315	017315
017319	0172F0
01731B	01731B
01731F	01730E
017321	017321
017328	01733F
017329	017329
01732A	01732A
01732B	01732B
01732C	01732C
01732E	01732E
017334	017334
017336	0172B9
01733B	0172F2
01733D	01733D
01733F	01733F
017341	0172B8
017342	017342
017343	015446
017344	0172F1
017345	0172EE
01734E	015956
017356	018C6E
017363	01517D
017367	0172F7
017368	0172EC
01736A	0172EF
01736B	017303
01736D	01736D
017370	0172DE
017372	0183B7
017375	01730E
017377	0172B7
017378	01517D
01737A	01736D
01737B	01732E
01737C	017315
017380	017321
017384	017384
017385	015999
017386	017386
01738C	01866C
017391	017391
017396	017396
017397	017397
01739B	01739B
01739F	01739F
0173A8	0173CF
0173AA	017433
0173AB	0173AB
0173AE	0173AE
0173AF	0173AF
0173B0	0173B0
0173B1	0173B1
0173B2	0173B2
0173BA	0173BA
0173C0	0173C0
0173C9	01739F
0173CA	0173CA
0173CF	0173CF
0173D1	0173D1
0173E1	017434
0173E4	015B9D
0173ED	0173ED
0173F2	0173F2
0173FE	0173B0
017403	017403
01740A	01740A
01740E	01740E
01740F	01740F
017410	017410
017416	0176CF
017432	017432
017433	017433
017434	017434
017435	017435
017436	017436
017439	017434
01743C	01743C
01743F	0173F2
017441	017441
01744B	0173AE
017458	01740A
017459	017459
01745A	01745A
01745F	01745F
017460	017460
017463	017410
017464	017476
017469	0183B9
01746A	01739B
01746C	0165D2
017470	017470
017472	0173B1
017474	0173CF
017476	017476
017477	017477
017483	017483
017484	01749F
017486	017403
017489	01740F
01748E	01748E
01749A	01743C
01749D	017470
01749F	01749F
0174A1	01740E
0174A2	017460
0174A3	017391
0174A6	017477
0174A8	0174A8
0174B0	0173AF
0174BD	0173BA
0174C8	017483
0174CA	01743C
0174CF	0173D1
0174D2	0174D2
0174D4	01748E
0174DA	0174D2
0174E0	0174E0
0174E1	016267
0174E2	0174E2
0174EB	0176C6
0174EE	0174EE
0174EF	0174EF
0174F7	0174F7
017506	0174F7
01750C	0174EF
017515	0174EE
017518	017518
01751E	015C1D
01751F	01751F
